key,val
68.132,xxkxxlfwewixuybscsfj
53.634,vutwfwkvxvtiiazdcfrn
15.119,wfjgveowyzjfmswrtyzi
25.147,cerlwkuebutrdqcpvhio
72.266,ybihfdwaayalzzhqigtu
4.897,myuajkamkvmnpvndojbz
20.776,whmywozrzsuhtlfewjah
36.265,wyubngkoxfbkoyafoukf
48.279,ywgtlltnymtefrmaaqjl
13.95,mlcgingizbudunizjnei
70.926,rfhnxivgvgdyatfbmjvc
50.232,mqernamvzzhtpdykzraz
65.678,iqjfokjxurivnneljike
35.015,eobevokboqcxlsbpzfbg
77.534,qxuacldwjsywsuftuprk
59.634,ksgaktlqaoxfsjorrmov
97.337,iepsnkmdctiktttmyarm
60.385,zzsobbinvecakkhuhwuh
39.462,vfetwnpmuoddyamfvsgy
43.27,oyirebltcqrppaxifvdv
72.237,encohkgtbjhbzmfkqhmg
90.429,kshblxdclndwuyonvwqz
87.437,aaawvhlyrlykjjmltfgy
34.374,tzrrrnszdozpzlguyzkx
98.882,hjixctanfifridwtrqae
44.106,ktnynbtzrglfsrwkzblx
70.915,qwtwkntghynojqanwelw
9.952,wepgqkqplgbpcseqkkeb
47.998,jhusjbxihbohxfzqsgjn
8.265,tynfqelygronwejvvdbo
2.251,mstipcauiemdxyorguhr
36.605,mxeyzpqxnzcmytwbycwm
84.045,azxdkukghkkrejmxiqrp
1.713,sufybghqzexzvxrwqxfl
76.746,baspkkgkrvvpujlziipx
96.918,fqoltljqdwnbnrpdaaxa
91.154,fnrurwdprvyoexjpcrzp
85.876,kdxzmnttjifbiwosfsnl
79.432,jlxvyoxaekewghzmykpt
2.933,phkddctvpcfwyaeuffgi
10.789,vdqyhdlvrcvecxlywfrs
33.776,xxomwqlvgoauoafscvpr
55.596,ewbdfnkpfvnudvsevzyq
34.28,paxxywjydbxixkzjzogg
71.949,mjjbuqurxovkqxtijfdq
17.356,ifhjicnxtokxojfgojeg
43.627,jfdvqioyvvopnzlyqpau
50.262,bmhqnpsydatpnzqswper
68.617,klvxgwdcxxxjbgepzftc
90.692,kvxtkoyziyzfjmuwwfkd
8.311,jvhpbcfotvngkugmnvkj
87.466,cnhvvrgnjfctsejyearv
78.527,zolxyzkuwbnquxvoyjec
40.804,fzawpgrqlugzlewxrbmg
32.209,lxngwljvuhzgrkzwusmq
72.847,sidzrzegroghjoljuofh
86.694,hrvzhivkocsavcsrncrt
17.386,czabauraprrhljudzche
49.779,ivusijcvqtlcukxmqriz
56.936,rymzlkcsszvcxhncxaaj
17.904,yeiqgbztxxdotqvjhkwm
20.504,ewpnlnapdsutklhucchb
10.236,dqjbbzmvozjmutfvgeao
2.046,nypfmpouuovzijqftsug
54.14,tfrpumiecqgbrbamdwnu
47.773,mbrkjjnnksraecypfjrs
35.022,gvlpptozpkdgbrnwmmst
64.465,jivlygwhmfgfxpyapvdm
15.052,cptykuztsoltkhiypdbv
75.369,mbyvrqbxtakoqjiqncts
6.774,fzmksskfklnoxiieebmb
48.797,lpshurrxvqehnoexcpct
36.834,mksozyrzzarxcqnxflti
17.941,qmarnbpeeqhrndupmbqd
28.56,borfurhvrxjmelunmiec
71.56,urukxwtbpzujtcsquvak
14.004,bhslvhbxaigbkfflyzyd
16.642,acbbbnmveivsfgzlrrks
36.195,qeqhjbycenafnhwknxim
86.966,jocahtvdhpxhnpbslrcv
78.674,ljkecrmlfekfcbogbjwy
57.041,nulkybigvixgmkbkiztt
15.284,lkkvtxopxlfcmemrafuq
33.984,sdnfxqidjqmtjzvwpjmy
7.216,kjfqqrobflminwnvmwfc
37.739,ekzjqjsirkevcoycxxiz
13.141,qedjvorrgpcpsbujunjt
39.011,qylfmilmhurihnxkjgqg
91.352,kchpeprdfodakwajoill
24.273,sckoleskaszlpvkrydos
48.703,hcqxxzcwngnraobtvmlx
21.871,sgmguzdgooiedsvzpttb
51.734,xnhkufyyhcvouwqqwwvh
27.582,tqxaaezbctueperzzbxa
64.969,oxohduknbuzllafczfzz
9.873,duqtythctskrnlcnxxsu
15.562,qiulefyklaptgpyscpql
25.039,uoimjzqpxxacjwbtytyz
8.352,jkaekrumsxrbdonuxnws
39.97,rhqomauvfyodhtojgobi
93.23,gtqhwecoldygicyzftxt
68.734,jrmililomeftqnyojcih
51.468,barbdwakpchrtsyjwflo
80.417,yrimxremjwjgfpqporny
51.34,fqfonyprcowvbekxamlm
73.885,akmidrdyzopnbilofdfy
27.783,mttxzuxcgikuhrtkfjvm
44.198,rxkjptgmbxjcuistzcvy
70.068,rhbeykwnjitmpqijwmts
28.367,bhkqndfovzkohmotxyvp
57.819,jkdbthbxdxquzrnbtvag
40.43,ojgrjxkwesgymnmyyprr
45.029,dthppmnfdxbyjnmtdrxy
41.574,ztxslhajfejvidslflbt
33.061,myjyzonjidazhkfrulka
6.582,ufyldvaeecrblfmvofjf
4.484,bcxevgnmxcjavwrogkjx
56.763,kxwiyqaixhafvoyxebwc
56.447,xdchfcjnvisylvkmuoar
83.654,ilanndrtepgqsvurktrc
59.382,sjjdwoaocltxvzsxvzwz
13.422,onublmddvdqftlreabqf
86.669,mumfbsxaezgmwlmzriss
47.582,imhuaibmuspcrhrsekgy
10.498,obesixztvoucahcmiqjd
47.828,srzxxrmuszhdmijfmtxm
31.928,gyirxzrnprvthozzmpxt
44.421,oqryccspfmhysvnjhjvs
43.275,qammnwmxzdnpldbssddo
30.513,kzydhgqdugtspnvhtvkp
57.14,qncvdpztzrbeuyycnort
1.922,qeepmkopawnickxnrcag
6.232,iquoaoxkvprnopxlmget
0.107,srypytplnfpryqkkkoqr
97.323,dhtoxfiadanjikouzlcw
15.715,xdzatuxznczmhsfcvnqy
76.897,svaqsijvmdswtlfaeurm
32.86,kvvvjgdbtgrdsmdmtqtw
0.315,hbgyvyuczpohqsavvhvc
69.861,gsgvncixuzneavudyiaf
37.234,uawvimerihlrpnnkqcps
27.945,ekrnjcmsopcayorsuhts
0.613,tjklnotdyimytlqutlcx
73.796,lqltvjoisccsnfnjtweb
52.774,dpinchtnphohzcwturoy
61.133,yhstsibvzvatigerejzv
54.614,fcovdbhriqaijofidybk
86.316,jqqrfrbezuxbxmxonvwq
60.391,ylhkuiqhktgbjfgmjxir
83.68,blnioxtmvtqhskobnctn
57.517,sggsrqkdmffmwxlkmeff
48.056,nlzbvqbomohqyhwtwpfu
29.557,jeeeywymkvqmnbikruvq
72.418,tbgqtadjbpcclcblcvah
25.125,vyztrhvmlteiusvmiplu
54.872,ryeakdrkjsomeveyyngy
18.774,afctdfrtcooxpjrkbjwa
20.431,pbvhranwbwmxyhqmatsl
56.563,pfojmupsrvlbhcmzektv
79.104,oarsbwcxeshaellaeiap
96.579,qaactpsfsrrxymaovkqf
34.095,sjfoyhxoonckjdezexqk
59.004,rpagjmdlfsjqomurfxvu
10.994,aesvasoljpsilpbnykjp
44.247,qlarhvvaxtknbiufimuo
69.553,icdlrmituuztqsvmsxhk
3.451,sczzrcvzuotxvgzonhin
37.203,jtorjbdxngoudviolxkr
48.247,laolqzakzsusxixmggkq
39.672,ykxuixqewavgeihdduoq
78.108,cmscvaffhiflgvrjkthd
14.41,nvggtuxpmxvfoafsekhc
12.705,vjavpemxkrorbadceiuz
95.719,pqlvydtsttgmtaiqqciw
80.712,eqcjwdwpuyowbinzenzt
28.962,hhfamaskfbktzpjrdvms
48.551,bufwhfhtzaaswtmtnbdh
27.451,sfdqwbqqeofetoibaiif
5.516,uaqdqmzztbpujlkjtbxa
60.018,kyzdubtrstaguuvfjlas
53.82,ibxsespnrwzfiqlksygy
65.828,emqzdfacahvosnpnjvli
22.443,maurrunnkbslylxhyanx
93.535,fxymqkvoyvwhzfandrds
56.605,vfcnsfvmimzruyooshbg
35.392,xmysjdzvwiyltijopwzt
26.965,jgbhuktudzkntjapoccb
38.563,kichygdfuzynbnmfmzsg
82.664,tgvbdgnmrvrbwcpeokyt
12.497,kyytfnggsncmwzphunxo
10.54,vsockkvdpqiifqhrzdxo
61.752,ojiqytdzfhfrwcxjvdnp
24.171,upqfzkiectysowtdafeb
74.721,ipsiutwpwimhcxkcdiwe
3.12,ejiriygraaucpjmeulwk
16.222,gapugovxzrrxsmktqiqu
14.286,tnxikbifcczvqsbhapvh
87.667,dfqehlcxbaqiejxsljma
22.119,clhgfzngyzwbylbrgzry
90.059,drglpscboxuqlskdmhlf
67.321,vidmklgtpzsmwogvjbal
5.666,kyvmgzbqtkijnqjrihnx
73.186,kqcwcgzdgjooxwbsesee
94.603,zouuywlzafhribjvckos
77.232,csqxhwtmjhhgmzbgtrye
80.577,gcbpakctqhgsqwjtjodp
12.026,ixniebnburcirliwrbfo
66.426,ddxutycxotmsaixnoltg
25.606,xaqhhspmglhhxzhczkae
83.066,zjsvgtjikbvkjmmesbik
74.451,hpvfaxthlbjvyxmdcsnj
27.363,qrqlkinkevahxhrbtlxq
59.282,yocmmcfiwspzporfbaov
12.547,exvjfzlqffgseumrjwfo
66.522,fyamxrgobmmirwotzakz
69.715,fjhnpnyvjsgzsrszdvpf
29.854,fyaicjjubinhkzkxqoqj
18.499,klrnhohdvteunkxrkabs
33.998,lfmlswcocgoriiboqgnd
9.208,uptqetzjarcmclycgydz
74.598,jsqkwfiirgfgvvhjculw
58.89,mcmyauusweooieerpylw
66.499,trttuytwocghtvjrxnez
50.974,wywqsdpwbqzumhexjntg
83.693,tyxvewexouazlzpqexav
26.419,azusooyaknwzxtkftnjs
41.137,npnotzdwpanaibsdwwrl
45.624,lkqfxwanzyjheuwwvtka
56.143,ytrhowdgkfotzjtagerm
13.226,blkrsgtpczmxtezuncdh
52.327,skrdqxdxyqtfdjlhzhwc
73.562,tovmmhhellogkinejnbs
48.949,jfrohivkmcfgcmscemuk
9.823,kqjcpxkysryytzrcyrrg
5.67,xinjaoawlidcvekzuxpo
86.6,pwpcnctthsurhpefvplu
40.997,vqgxampbocjefgtrlmtw
50.972,erqelwznvrqrfezfcewe
70.024,guyenaobwblplvulpzrj
90.22,fpoutcuohfcperqttjhe
1.854,uggcvhvgdhiwdurreuvq
55.966,roqpmkxbjrcgqyjbdbgz
23.133,smvzeathrdhpjofwaeua
96.19,hqjiqtsexxrkjpvarzcg
52.961,neyrbcktftcvahgslhma
59.195,mbuoxxpgczundlvxmdyt
89.043,iwgoudikvnesymmhqsya
74.851,ijpiquyeklpmkxjqzdtp
21.49,oqultdapzesbebfpqkhv
43.529,yymdznbkaaxrlieectya
60.228,dfmoxbpakvltqvpiqkyo
38.743,iqpdjrtqrcwbgqsuqlqj
30.667,zdxqfczehmmigflfyhik
4.622,tyohcvsuakdejohqabov
94.536,iowdamvamqyvhcqvzgij
41.16,lvrzmhyvpyuptrajkkmd
65.56,szflohqqcyplsyqnkday
83.932,iireyhwkxwrjklubmeni
12.445,dmadkisvhuclprqpjrai
65.836,rcdgfvwqsmvicrkucfqd
75.332,wvkmacwrrytqpafygwsg
3.393,darprfqgpuvhbyemvapn
75.719,dmedldnexljbvnaljbzm
71.998,pjxohmazszcsvqxlwqik
5.701,ikelbxhynhkfwvywcibf
7.716,bdoxcyapcneovzxizlce
61.586,awaxigythwmdfzqtczsx
4.066,jgwnafdaubfraddgvlvi
46.597,vnvoluyjyufwwoifmhtv
73.734,feuyowndeizsgsrxhdfx
81.474,idjzkucxcktymlxbgcfu
13.12,uorfnwitaxrbtsurezmv
81.59,suixqhfbgseyngtkfles
22.731,ipvpjgghknpmjxqzaagl
78.13,xhqvwvxxevzogfwrnxqm
16.787,yifmrnzdmpfeavkonduj
15.202,uhjdrvvmqimvvwcvtnci
90.194,bhwupegnrdjsyvsyllxw
62.005,ftaucedyozbwmkaaqjfe
91.079,dumofafrerhrjtdtcgmt
90.526,wsnjnhtkbmphsxuhpazz
59.079,ednhhtrjnvmwpfylkeag
16.931,gbvsarsylgfqwzjiycbu
86.983,pqazsbwewhtwatkkurhp
75.049,jjwkrxlbgrpswbukoeak
19.793,juxshfxvldohsbxisoee
1.68,ovbpjgwndoujwvymqstf
11.447,qkdqeljnooiivjcpwwfv
9.36,lbhlcyfpelcbjhtmcbxe
46.086,sqozuinstpjdnmpvkwqv
6.589,devglrowqomqsqdrtifn
97.771,kkmzlzetsmtoaoejbvjr
78.933,oxvawpsupllyayjlxfpe
20.555,ykbxjbgfkkfdiqouxiqd
42.923,sxiuamelvldirkojjnug
37.767,fdzychdelbptgmovpjyz
38.885,izjfdfivmbumgeivjmuc
39.811,pqxonmkglptfzdvwrbjw
49.093,lncyyfttryethriijvbt
53.965,btduucjfgolxtzxzgujr
36.357,yvedtykogyutjbovyczd
5.438,mizkmopfjsdncipylkvu
86.327,civarsudjgwjonahdxvv
88.04,lnwzzosebvsctfwhpxlr
0.896,isvbketetizaafplzcyx
4.885,vzbzyttfeyptkcnlpovl
73.776,bzxmkprclafvklqthebd
73.812,lpyjcbgqsoabndvtjqxe
88.819,wlnwxtuzrvwgvozzmohr
53.532,ksbgkmlzbmwqemztkbcs
71.455,bvtatmdwghrchewveybt
44.835,zvojpnmprexuvrwoheqm
26.239,ylmezpyvkivweguwcmnv
38.427,rsqgzegghnaqxifdvwat
90.891,ytlmhtctblotjpdmaoeu
3.405,rrfxpnijajwjrizqkuxd
21.651,moaotakjdfqxdfsiqvga
60.406,plpdntqkvxuaukktxrqn
48.513,ksecpgiweljvvdfcnsls
21.971,navfqeqirfgfbywahbhv
92.543,ubnvciegjzcoppqpsufj
64.595,wagkomkorkdyrmogjkuq
98.616,nkvdphbtpnyyebftqzwd
31.738,ughohkbgpgbsehxajxut
38.82,fadtkcjkjoowzolbjcnp
82.854,ivsihiwklyzbwmqtjjmj
81.446,buzhdkmhgsctzifjrhkm
34.493,iordhrhhafzkeeyryabc
28.093,rpmrdhlumxobmcrhukyq
66.61,aeqmwaosthrekmhidjcc
90.146,aomouxonvaeqyxnbcctz
45.372,uphtwhcscekrhlepplom
57.82,bnfkkbmksbhqdjhtpert
20.838,udyekzpuwslbpuyawblv
67.418,qnznubgxfeajgymkobvw
25.003,dnghomvehehvamjwibkc
52.548,qzferrvreeqqtizqamze
57.599,pfjrkzhkjqgayxtzqxnq
26.471,vnfbwxubdtchkvjkufzi
60.625,yrchzoxrjtgklfwpjemr
80.91,wmsrgukxxnmoudrfsqtw
30.037,beatsdzqkfszoikasfep
87.918,irsyiikemqpurlyexvjs
96.326,eggcbobvfxsdrremjbcr
21.814,bfxjhmnrjjzvhqnurrzm
40.082,pkzjwxuwemvpoerigfsl
9.05,uwuhgkekczciyfslljfz
94.953,zolprfpcdtnmsgmgycas
69.531,vlcgawgqdyrupejtuvfn
88.693,ahrrmoxculrrmdlonlxr
70.485,snixezddwvawrefgprzi
82.135,uswvqhcghfgbgqbfxbcg
94.699,btbnpotfhabidqtmybdh
96.27,xgdztjcnynwvsezvrisn
98.407,zjspmdgwmpjznclbnyaf
84.788,xdfghwmybkhytclhzqhl
54.673,lukwfgcrfpsstlegyxde
55.164,zceiuswjobyvaokxnthm
83.679,gpszqhcyyetaqtmckcxu
43.003,gqfmixkdbnjbksmhhvus
98.198,niklcnrnhahqccoexjbz
98.736,dvtepllaxuosnbvrngyf
51.529,kawdhsieiggrnguudlcd
90.626,wcivctjsyqigxyhckwqz
30.942,vxlurtkptsvmzdpilsna
28.728,uugzxgabsruoaivurufe
78.496,tffxbypdvrdfqohrueoi
59.935,wvlafitaounrkfvzltzp
42.393,indrhxfxlvjwlydxdvtr
68.262,xowyooduilbpbuulgssp
26.688,wrkmzpalzzhyciwcxxtc
42.871,psvuqsfisntbnnxxgsfu
49.505,uogfgcjhcvrnbzbktapc
59.831,xyoydgkfgcmruivppava
72.482,tozgikyevqbuzqlxalzy
76.013,slchftilknmdxzubfgoq
83.399,yruloqxrpqzqzwmvenyf
79.797,tglmsyanazgswesnaxho
98.522,pvumpdrjzpkkactsspmb
14.998,vulztvkkpnixcecayxbl
21.796,lsdgvxjvdbvvubxltdvo
90.861,efztveahhethedxggpzq
33.059,cnymascoqhgwhytosuxe
92.037,crabdklumvzxaqzbxngg
97.649,ocjlzsrcuqjzmdgquflc
9.434,mvofrznzfanvnccczpez
17.264,bxilxfaqfigkgqwmnsgf
49.964,paoljcvqdxjknwvrczgf
23.38,cskbbqnfbfwttdeuosnq
99.019,figwbkvebeghkdwyvodz
21.736,pkiwvcrviupyxctuueer
85.77,xrzhlwirmzhxefhjdzqi
58.904,zkpqgbjuljrsaaxdzuip
53.313,cesxsrpqlylftljvsrqq
63.143,jvvakydhlrgrvwopodio
89.412,jpipqnfgstjmhdjnsavb
38.196,hphahczlsheacqnwbcef
73.702,imyhkqtxmuugeegcdlgr
93.897,huitbhcvthqahfsvqxsv
38.749,rnpyafmrwzlldqdjbyyc
82.629,quwpaoleylnatixybkzn
48.518,eybijhjdvequnszinjpj
90.526,lwhgcgscpwuzkvsvtibr
13.909,iwdeihkoqucjgoojlsrn
46.583,cnixwnpyajtprbbmxvzz
74.285,qjnfvvwoiyncpalqcoph
75.078,qpldrpnrcnekrresnqra
41.459,noxcoubxdaxfgpzffxne
86.642,xtmqphvceosxcanpnwmv
59.483,agmhwlvaerfianbkerwx
77.361,pzgonxxsscgsilxebxpf
40.678,jporwsqgonlzplknvcke
43.008,kytimtxgocnzpelhuxjb
39.283,zhznprisuaugkfhrccgy
47.837,lqudnrdpfafvsmxftrtj
58.556,abgtegygnrhiaynrhmls
55.569,vaghmbwzveixlmlswikw
69.809,artzxhasydduiusewrgu
89.333,uoyiwqjzgtzvrepwwake
89.991,fpzitcvbgshcnlspiswj
96.601,jnsyemnkakcpuwakrryr
57.468,rcawqtzwgjerywudpfai
34.089,xtomcutymoewobvleeum
92.976,qxqndaeayzbjdbrniziy
26.074,bxfxdskvxbsgaosblhxk
37.292,pmcjvqmqnuavqdmuxgvd
39.015,srtnfeingiwklwpvtkfv
67.193,juqjcxmfriakofuvmonb
22.819,beuugkqwxeueqsrtjxwo
53.612,ivopyrczdohladevhlpc
81.654,cztbuhtelukyacnrykut
84.855,jgarothblnexgejasyyx
95.277,orftbhvenpxsykobvztm
40.311,nhwfuzebsdgmpoelbfnd
89.016,mejuvnalundwkjungigv
43.734,yrranwmmdklenlrtegii
41.496,suontkbihdpsxipaygqn
58.025,eilbfnzgmolquirqokko
68.891,ldqladbarwhmukpusozo
88.63,rdcmvsxqvumwqpmevfdu
40.6,scmejkxxppkqmdikjxpa
56.563,gpfrmyqaojjuetoydztv
38.927,vweplayobytkzipbouku
15.954,kgufvizgmvovjnexgdwm
33.169,ezeqgpafmsrcjlvyblir
0.326,dnwdtlfmrfcnlkmbepxt
59.942,aazjdbavcwkthkwxwaca
45.769,bxlvbcxbpbdwddhgwsur
40.517,zrakaldefdtcunageedw
5.242,jjxjaiqozfwgqmrjrokj
39.212,mspubcygmrlxvbsecjdl
93.654,ynuqwlsledjztiirzsvz
82.368,ndiiqnrgxkmxqigorwmk
94.534,vsuslydilvoougrvhbqn
42.501,maxjgvkmgttibnpqfxtg
81.801,pwrfsbuurtrtbeccyyjw
33.502,fsvzpqteyltcxzhumqtv
57.768,yflogrrwiamukfecgyhc
70.969,juuveqqdjaivotglorjh
19.812,vcznbnccywidfdqlfztj
79.554,mgjmqaanqndrnxyjsacr
56.918,ohzthhnkdqndgwrlbohi
26.789,zdexmsjfakovirmpakih
81.898,fkscxngxxcvuftqqinxv
10.472,xelhanaezktpuvcujved
18.868,fxsgpkyjbnjrwhrhcrmf
1.009,mitionihdsilhotaavug
18.613,spczwdzzqzqoapqghoml
28.714,fpabuwdbzkbqnqivozhw
44.749,pxmmstwosapmwjktingt
40.88,norrxhibrsmdjfcvrgcy
7.576,lklecfrjacknjjtfgbde
15.136,pkzckaixntlogzqtwigr
37.813,iouepifnnbhuyfzlddcm
2.156,tmtutwrvmvidvdvmcuca
39.409,tmjkswfnzbllwzewnbgy
33.109,kuiohiqmsbvsmqpztqhr
31.366,typfwisictgzgzvkehxb
56.984,xydlxepugeflnpbuepui
95.808,nrxzttkcrdgydbugbyuq
53.978,yhsfvkrxyrxoazelhdoy
99.938,fhibmyoerxgvqmlknttx
69.55,bmucxkvarunhnvqwonbp
37.512,hvuxxfeumeuwncqzzgxg
54.933,faocpyztvdlpkszwcjnc
60.48,ecpwvfgjmufrfwgtlxxe
98.174,qinaecxkykwdrfqpspmn
98.98,bbvvjbjgauebcfqoueel
87.296,ybwjqlcrjmfmvvvizhbg
88.466,bdblkhbeobdmadiiyyzu
89.956,usbuqucrrpicspuprnbv
7.598,laeqwsozwvzoqbsoaurf
64.207,fdxgjbfzssrqrfmtsoow
49.301,buqdjvmveusfpmujzhaw
66.226,sviqllzzaqxbbvgqjung
73.237,gjagmhqetwijhlqbrhen
59.536,lttkvnnxhykzevnnerha
30.081,fmwwxndvaxyrifajmkrr
99.77,atwcnjlhdsyehvvoabya
24.173,qavlznpfreapdxdbdolt
62.813,cjniwlnqwcycrjkakhhh
66.589,stghdhrmcvtumehljayv
97.026,gizuvavfllfddxesnbul
29.872,wwoxlthiddncujgxnyfn
19.235,rmmmnyvjcsmkfktpyvhg
87.263,xacuggssjiyaohdstyyg
42.582,zfiqliqueksvswqfagnk
69.013,aawarxmozxawstnvgvql
87.73,kzlgdbmdwrmfkeisgqes
81.415,qkigjzwbjfwgeidxxkjn
44.314,yixgulecarskcckctpaz
27.119,szzfxurmjtbcldpejzyw
69.914,pujudhscjjftlwoxljur
86.2,deexbrnrdqolgtzwtrmu
63.857,umnivcgjngydoqztmudl
19.332,xvuburrgnptgprdywoar
60.06,hqurexxthhhqahytwdgt
59.363,ppwmjmisbgoixhloaoly
74.417,gbuvnijeppogydwyzohw
40.877,rmatlqrwyxlaknnftzwy
11.748,xmtxrisujfzmfbfqhjiv
90.712,nqxuqkalmkfapfghqhlm
39.765,ofycoaeukkmgapxkhahe
0.697,hgeqhozrjyaykzwkvdqm
3.324,ngmbedjorliwiufgzohy
86.97,akaetmlvvbvysayrhtpz
97.494,gbfqzzwhmrplxyotnbmq
26.758,pruufchbwfsiesnsodkm
71.617,myacrulxljfgfmhspaub
7.808,versjqptqnpwosxmjlhy
84.776,pukmbvpshmmfpmvgkobm
47.437,bqdjqomprzezttfkcfgm
58.931,symcufdzcakaeskrmxbp
23.905,nqfwvkhlhfxuglzrvtii
86.596,mjqwupvxeubwcxsssqzq
55.043,hqqeefmbxyttsbnvgdcd
62.225,uvjysacufylwdyjgvllg
9.956,ncckyijjechnrhjyplkk
13.909,stnjfsoyskioshfamlzi
72.759,vrossecjnhfqatluufvw
61.403,touqofhjelrgluwfbjrl
28.494,ncxhiscrveeuxylfbbeb
21.582,ccgjtorezvonswlzdwcj
93.231,qqecinbnbmeiwfzucmlk
59.704,nppbppvcgiyhumqojxbr
46.367,znurxwpipsegzjdbsoig
10.871,dfzwqegeojvwycntbgzq
68.606,egkaqpqcubjmgoxusnck
78.939,cvvpjyatkatvnjbanyku
30.24,sxuirlqsfkjphdjcrqdr
42.008,lrjbheiiupzdlhyujtxq
9.735,jrlpzqvrqhitujqpzzxd
79.926,kyayibljweuairhspidh
98.925,hfzhyjpcrvvcbjcwshwp
99.872,cggwttnwsydnpmxskkiy
7.394,zridvlucvmaneyjjqgdf
50.25,heqnjisbnlmytowjwgch
65.931,ydyxgmanihrqtvktbqsm
48.374,oosvedesgambheewdipn
49.099,ewaztwelnasipegseskp
8.705,wrikmthqywhjtuyekwqc
31.269,jdwbrrlhtemdlpmgxcwg
13.502,orofqcxjzphpiucmusni
44.006,ijrugqhwvhwazxgedlyy
83.525,dgigjaeyfgorzjhyvuum
66.337,lymzpaunyekkshcwnuyi
45.89,plldaojrerzgqxzfoavt
70.732,rfxoiiwranyzusdbkhhc
64.226,lysozkpzxjzjexbhqitn
31.936,sotgltdssilvamecvgpb
52.002,tkfnnyzcfmyxzdoibvyr
76.78,ndsgwgsvtnumrugtlanr
4.313,dizmtjzcfnwvgoeabiuf
51.511,cokgyugxzsxxbzkndgvf
37.842,gvhviiezoaqozlyhruzw
69.11,iszbycftnxuxxukgttrc
23.063,qfiubbqznvqaeyahgmmw
15.251,awjtpuanwhmlxtpmcqow
74.771,xxblltwyibmgefpoaeuo
0.929,pjvtgiidxbdfawzzheaj
58.318,axqjtnfukwoynbvoohii
22.195,ugazabpfapwzwuoznwog
36.911,sugrmipmchwlubzensiv
17.085,lltrmuydikrrxxfwxulb
37.549,jbcynnqeafgbiksdtzok
84.441,xqywjpmnkaukilppthhj
20.834,oieifwjkrvmbagovqaea
82.005,vgojuleowpfrojykpyvm
32.888,gnilsbqgpijjfpthafiy
81.938,xzfgwyjkruepogddfxzg
98.47,szncffababinllovihfm
28.004,iibuniidywymwqhfpnsm
64.751,kfmwqmxkreffpvlgdhwx
29.456,pouqtvnipusagogpquyd
97.799,jvkplknjfadfdacmeueq
37.852,pfotjmrazutxgvbrnhsr
26.882,nvllptiaghdanbkshlys
21.336,xwzxrdcpdnnnkersbnbl
16.446,qxqajccfqowmtymkmbjf
46.106,mnauszdutjefmukobjdq
41.57,kblvwbebozczfskcizoh
9.969,sehclfjkovkhjookurcd
48.342,izidezwagxhbiokepwyh
84.471,uhxanfxmxgsxxzxswlke
24.175,qblqrwtdklqjzewaduel
7.25,bvcystsumabcenguolzq
13.473,huptvfrrhwnmwlvwjrsl
74.803,pcffvbkezfccvyjmvsdl
4.343,owmzbrwprjpxrvfvkdcw
70.922,mkpooppsuyzjpacttfnj
88.134,ovpgpiwdccnhaxipjbfn
42.864,qolerpodbdhoqzwfymmb
